title,address,coordinates,id,metro,additionalAddress,seoname,ratingData,categories,phones,socialLinks,urls
Город Дорог,"Ярославская ул., 8, корп. 3","[37.649935, 55.81761]",212641089354,"[{""id"": ""station__9858797"", ""name"": ""ВДНХ"", ""distance"": ""650 м"", ""distanceValue"": 647.063, ""coordinates"": [37.641100874, 55.820003535], ""type"": ""metro"", ""color"": ""#f28b24""}, {""id"": ""station__9858775"", ""name"": ""Алексеевская"", ""distance"": ""1,7 км"", ""distanceValue"": 1700.93, ""coordinates"": [37.638596874, 55.807953274], ""type"": ""metro"", ""color"": ""#f28b24""}, {""id"": ""1727545061"", ""name"": ""Ростокино"", ""distance"": ""3 км"", ""distanceValue"": 3025.61, ""coordinates"": [37.668617959, 55.838960383], ""type"": ""metro"", ""color"": ""#ff4c4c""}]","этаж 2, офис 203",gorod_dorog,"{""ratingCount"": 412, ""ratingValue"": 5, ""reviewCount"": 350}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""184106162"", ""name"": ""дополнительное образование"", ""class"": ""college"", ""seoname"": ""further_education"", ""pluralName"": ""Допобразование""}]","[{""number"": ""+7 (495) 477-43-45"", ""type"": ""phone"", ""value"": ""+74954774345"", ""info"": ""Колл центр""}]","[{""type"": ""telegram"", ""href"": ""https://t.me/Goroddorog_auto"", ""readableHref"": ""@Goroddorog_auto""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/gorod_dorog_avto"", ""readableHref"": ""vk.com/gorod_dorog_avto""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79935994676?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%E2%84%96B53970543+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79935994676""}]","[""https://goroddorog-avto.ru/?utm_campaign=web-site&utm_content=filial_yaroslavskaya&utm_medium=geospravochnik&utm_source=yandex-maps&yclid=5992423100562276351""]"
Мотошкола. ру,"Москва, Можайское шоссе (дублёр)","[37.419396, 55.718996]",118184088980,"[{""id"": ""4419562650"", ""name"": ""Кунцевская"", ""distance"": ""2,47 км"", ""distanceValue"": 2468.46, ""coordinates"": [37.446848, 55.727859757], ""type"": ""metro"", ""color"": ""#60bfbf""}, {""id"": ""4419561430"", ""name"": ""Давыдково"", ""distance"": ""2,75 км"", ""distanceValue"": 2747.73, ""coordinates"": [37.451999617, 55.714598983], ""type"": ""metro"", ""color"": ""#60bfbf""}, {""id"": ""station__9858855"", ""name"": ""Молодёжная"", ""distance"": ""2,85 км"", ""distanceValue"": 2848.92, ""coordinates"": [37.417950539, 55.740254945], ""type"": ""metro"", ""color"": ""#0070bf""}]",,motoshkola_ru,"{""ratingCount"": 103, ""ratingValue"": 5, ""reviewCount"": 78}","[{""id"": ""132743426043"", ""name"": ""Мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""210249437949"", ""name"": ""мотодром"", ""class"": ""racing"", ""seoname"": ""motor_race_track"", ""pluralName"": ""Мотодромы""}]","[{""number"": ""+7 (499) 391-11-39"", ""type"": ""phone"", ""value"": ""+74993911139"", ""info"": ""Администратор""}, {""number"": ""+7 (905) 588-23-39"", ""type"": ""phone"", ""value"": ""+79055882339"", ""info"": ""Площадка""}]","[{""type"": ""vkontakte"", ""href"": ""http://vk.com/club11797379"", ""readableHref"": ""vk.com/club11797379""}, {""type"": ""youtube"", ""href"": ""https://www.youtube.com/channel/UC6N0Ix1BvRZCGBbln5tok2g/about?view_as=subscriber"", ""readableHref"": ""www.youtube.com/@about""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79055882339?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%E2%84%96B15564479+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79055882339""}]","[""https://www.motoshkola.ru/?yclid=8419592288241975295&utm_content=17682243042&utm_source=geoadv_maps""]"
RideSmart,"Москва, площадь Гагарина","[37.583475, 55.710308]",191071463405,"[{""id"": ""station__9858844"", ""name"": ""Ленинский проспект"", ""distance"": ""540 м"", ""distanceValue"": 541.864, ""coordinates"": [37.587602962, 55.708523895], ""type"": ""metro"", ""color"": ""#f28b24""}, {""id"": ""1727703611"", ""name"": ""Площадь Гагарина"", ""distance"": ""610 м"", ""distanceValue"": 605.482, ""coordinates"": [37.586519532, 55.707119697], ""type"": ""metro"", ""color"": ""#ff4c4c""}, {""id"": ""station__9858805"", ""name"": ""Воробьёвы горы"", ""distance"": ""2,03 км"", ""distanceValue"": 2032.07, ""coordinates"": [37.557164994, 55.708789524], ""type"": ""metro"", ""color"": ""#f23d30""}]",,ridesmart,"{""ratingCount"": 120, ""ratingValue"": 5, ""reviewCount"": 112}","[{""id"": ""132743426043"", ""name"": ""Мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (926) 635-43-78"", ""type"": ""phone"", ""value"": ""+79266354378""}]","[{""type"": ""telegram"", ""href"": ""https://t.me/ridesmart"", ""readableHref"": ""@ridesmart""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79266354378?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%E2%84%96B11780383+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79266354378""}]","[""http://райдсмарт.рф/?yclid=12420909555264782335&utm_content=16130222577&utm_source=geoadv_maps""]"
Город дорог,"Новослободская ул., 20","[37.59869, 55.782506]",112666455366,"[{""id"": ""station__9858853"", ""name"": ""Менделеевская"", ""distance"": ""130 м"", ""distanceValue"": 130.16, ""coordinates"": [37.599039542, 55.781959353], ""type"": ""metro"", ""color"": ""#999999""}, {""id"": ""station__9858862"", ""name"": ""Новослободская"", ""distance"": ""430 м"", ""distanceValue"": 428.348, ""coordinates"": [37.601025707, 55.779472712], ""type"": ""metro"", ""color"": ""#805139""}, {""id"": ""station__9858812"", ""name"": ""Достоевская"", ""distance"": ""1,27 км"", ""distanceValue"": 1274.63, ""coordinates"": [37.613425316, 55.781216431], ""type"": ""metro"", ""color"": ""#9fbf00""}]",,gorod_dorog,"{""ratingCount"": 705, ""ratingValue"": 5, ""reviewCount"": 628}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""184106162"", ""name"": ""дополнительное образование"", ""class"": ""college"", ""seoname"": ""further_education"", ""pluralName"": ""Допобразование""}]","[{""number"": ""+7 (495) 492-27-53"", ""type"": ""phone"", ""value"": ""+74954922753""}]","[{""type"": ""whatsapp"", ""href"": ""https://wa.me/79935994676?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%E2%84%96B53970543+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79935994676""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/gorod_dorog_avto"", ""readableHref"": ""vk.com/gorod_dorog_avto""}, {""type"": ""telegram"", ""href"": ""https://t.me/Goroddorog_auto"", ""readableHref"": ""@Goroddorog_auto""}, {""type"": ""youtube"", ""href"": ""https://youtube.com/@gorod_dorog_avto"", ""readableHref"": ""youtube.com/@gorod_dorog_avto""}]","[""https://goroddorog-avto.ru/?yclid=13051792053111357439&utm_content=17645527422&utm_source=geoadv_maps""]"
АвтоМир,"Большая Черкизовская ул., 5, корп. 8","[37.718811, 55.799952]",1018093479,"[{""id"": ""station__9858888"", ""name"": ""Преображенская площадь"", ""distance"": ""510 м"", ""distanceValue"": 511.95, ""coordinates"": [37.71706329, 55.796916897], ""type"": ""metro"", ""color"": ""#f23d30""}, {""id"": ""station__9858940"", ""name"": ""Черкизовская"", ""distance"": ""2,02 км"", ""distanceValue"": 2022.24, ""coordinates"": [37.744459464, 55.802816123], ""type"": ""metro"", ""color"": ""#f23d30""}, {""id"": ""station__9858932"", ""name"": ""Бульвар Рокоссовского"", ""distance"": ""2,07 км"", ""distanceValue"": 2068.91, ""coordinates"": [37.735152341, 55.813242794], ""type"": ""metro"", ""color"": ""#f23d30""}]",,avtomir,"{""ratingCount"": 364, ""ratingValue"": 5, ""reviewCount"": 234}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""214421065055"", ""name"": ""автодром"", ""class"": ""racing"", ""seoname"": ""motordrome"", ""pluralName"": ""Автодромы""}]","[{""number"": ""+7 (495) 642-40-97"", ""type"": ""phone"", ""value"": ""+74956424097""}, {""number"": ""+7 (905) 555-22-32"", ""type"": ""phone"", ""value"": ""+79055552232""}]","[{""type"": ""vkontakte"", ""href"": ""https://vk.com/schoolavtomir"", ""readableHref"": ""vk.com/schoolavtomir""}, {""type"": ""youtube"", ""href"": ""https://www.youtube.com/channel/UChpxmiv5qTVnFvrmYyuxrPg"", ""readableHref"": ""www.youtube.com/@UChpxmiv5qTVnFvrmYyuxrPg""}, {""type"": ""ok"", ""href"": ""http://ok.ru/group/53456633987278"", ""readableHref"": ""ok.ru/53456633987278""}, {""type"": ""telegram"", ""href"": ""https://t.me/Avtomur555"", ""readableHref"": ""@Avtomur555""}]","[""http://pddna5.ru/?yclid=5065176800568016895&utm_content=16455365778&utm_source=geoadv_maps""]"
Союз,"Огородный пр., 14, Москва, Россия","[37.602017, 55.814248]",184117968827,"[{""id"": ""1737079961"", ""name"": ""Бутырская"", ""distance"": ""21 м"", ""distanceValue"": 21.0305, ""coordinates"": [37.601862045, 55.814080471], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""1737079911"", ""name"": ""Фонвизинская"", ""distance"": ""1,22 км"", ""distanceValue"": 1221.1, ""coordinates"": [37.589466319, 55.822131381], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""station__9858809"", ""name"": ""Дмитровская"", ""distance"": ""1,86 км"", ""distanceValue"": 1864.56, ""coordinates"": [37.581355109, 55.808089823], ""type"": ""metro"", ""color"": ""#999999""}]",,soyuz,"{""ratingCount"": 38, ""ratingValue"": 4.900000095367432, ""reviewCount"": 30}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}]","[{""number"": ""+7 (499) 444-20-28"", ""type"": ""phone"", ""value"": ""+74994442028""}]","[{""type"": ""telegram"", ""href"": ""https://t.me/Avtoshkola_Soyuz"", ""readableHref"": ""@Avtoshkola_Soyuz""}]","[""https://soyuz77.ru/""]"
Союз,"Октябрьская ул., 58, Москва, Россия","[37.613251, 55.794801]",21747549073,"[{""id"": ""station__9858848"", ""name"": ""Марьина Роща"", ""distance"": ""295 м"", ""distanceValue"": 295.691, ""coordinates"": [37.615977999, 55.793767689], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""4936921866"", ""name"": ""Марьина Роща"", ""distance"": ""600 м"", ""distanceValue"": 595.624, ""coordinates"": [37.617833367, 55.797692835], ""type"": ""metro"", ""color"": ""#60bfbf""}, {""id"": ""4936922676"", ""name"": ""Рижская"", ""distance"": ""1,46 км"", ""distanceValue"": 1457.83, ""coordinates"": [37.632304835, 55.791570285], ""type"": ""metro"", ""color"": ""#60bfbf""}]",,soyuz,"{""ratingCount"": 11, ""ratingValue"": 4.300000190734863, ""reviewCount"": 4}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}]","[{""number"": ""+7 (499) 444-20-28"", ""type"": ""phone"", ""value"": ""+74994442028""}]","[{""type"": ""telegram"", ""href"": ""https://t.me/Avtoshkola_Soyuz"", ""readableHref"": ""@Avtoshkola_Soyuz""}]","[""https://soyuz77.ru/"", ""https://soyuz77.ru/contact-us""]"
Первая Передача,"ул. Гиляровского, 36, стр. 1, Москва, Россия","[37.632448, 55.782294]",103504690136,"[{""id"": ""station__9858891"", ""name"": ""Проспект Мира"", ""distance"": ""138 м"", ""distanceValue"": 138.766, ""coordinates"": [37.633362489, 55.781792653], ""type"": ""metro"", ""color"": ""#f28b24""}, {""id"": ""station__9858892"", ""name"": ""Проспект Мира"", ""distance"": ""420 м"", ""distanceValue"": 417.634, ""coordinates"": [37.63354102, 55.779590846], ""type"": ""metro"", ""color"": ""#805139""}, {""id"": ""4936922676"", ""name"": ""Рижская"", ""distance"": ""1,09 км"", ""distanceValue"": 1087.75, ""coordinates"": [37.633704948, 55.791526461], ""type"": ""metro"", ""color"": ""#60bfbf""}]",этаж 1,pervaya_peredacha,"{""ratingCount"": 49, ""ratingValue"": 5, ""reviewCount"": 44}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""184106156"", ""name"": ""центр повышения квалификации"", ""class"": ""college"", ""seoname"": ""professional_development_center"", ""pluralName"": ""Повышение квалификации""}]","[{""number"": ""+7 (495) 626-51-74"", ""type"": ""phone"", ""value"": ""+74956265174""}, {""number"": ""+7 (495) 060-43-00"", ""type"": ""phone"", ""value"": ""+74950604300""}]","[{""type"": ""whatsapp"", ""href"": ""https://wa.me/79852111512"", ""readableHref"": ""+79852111512""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/avtoshkolapp"", ""readableHref"": ""vk.com/avtoshkolapp""}, {""type"": ""telegram"", ""href"": ""https://t.me/avtoshkolapp"", ""readableHref"": ""@avtoshkolapp""}]","[""https://avtoshkola-pp.ru/?utm_campaign=organick&utm_content=rek_materiali&utm_medium=map_bissnes&utm_source=yandex&utm_term=osnovno""]"
Город Дорог,"ул. Гиляровского, 40","[37.632915, 55.783173]",105279321191,"[{""id"": ""station__9858891"", ""name"": ""Проспект Мира"", ""distance"": ""279 м"", ""distanceValue"": 279.514, ""coordinates"": [37.633362489, 55.781792653], ""type"": ""metro"", ""color"": ""#f28b24""}, {""id"": ""station__9858892"", ""name"": ""Проспект Мира"", ""distance"": ""590 м"", ""distanceValue"": 591.381, ""coordinates"": [37.63354102, 55.779590846], ""type"": ""metro"", ""color"": ""#805139""}, {""id"": ""4936922676"", ""name"": ""Рижская"", ""distance"": ""1,02 км"", ""distanceValue"": 1024.4, ""coordinates"": [37.633704948, 55.791526461], ""type"": ""metro"", ""color"": ""#60bfbf""}]",,gorod_dorog,"{""ratingCount"": 419, ""ratingValue"": 5, ""reviewCount"": 376}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""184106162"", ""name"": ""дополнительное образование"", ""class"": ""college"", ""seoname"": ""further_education"", ""pluralName"": ""Допобразование""}]","[{""number"": ""+7 (495) 492-18-50"", ""type"": ""phone"", ""value"": ""+74954921850""}]","[{""type"": ""vkontakte"", ""href"": ""https://vk.com/gorod_dorog_avto"", ""readableHref"": ""vk.com/gorod_dorog_avto""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79858710950?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79858710950""}, {""type"": ""youtube"", ""href"": ""https://www.youtube.com/channel/UCg8ktspRU0ildzon66EJjkw?feature=emb_ch_name_ex"", ""readableHref"": ""www.youtube.com/@UCg8ktspRU0ildzon66EJjkw""}, {""type"": ""telegram"", ""href"": ""https://t.me/Goroddorog_auto"", ""readableHref"": ""@Goroddorog_auto""}]","[""https://goroddorog-avto.ru/""]"
Мото-Трек,"Хорошёвское ш., вл100","[37.507583, 55.778421]",184044336891,"[{""id"": ""1727708801"", ""name"": ""Хорошёво"", ""distance"": ""215 м"", ""distanceValue"": 215.757, ""coordinates"": [37.506533785, 55.777722931], ""type"": ""metro"", ""color"": ""#ff4c4c""}, {""id"": ""2223996721"", ""name"": ""Хорошёвская"", ""distance"": ""640 м"", ""distanceValue"": 642.44, ""coordinates"": [37.517051541, 55.777457401], ""type"": ""metro"", ""color"": ""#60bfbf""}, {""id"": ""station__9858885"", ""name"": ""Полежаевская"", ""distance"": ""670 м"", ""distanceValue"": 669.391, ""coordinates"": [37.517137153, 55.777745472], ""type"": ""metro"", ""color"": ""#8647b2""}]",,moto_trek,"{""ratingCount"": 484, ""ratingValue"": 5, ""reviewCount"": 333}","[{""id"": ""132743426043"", ""name"": ""Мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""210249437949"", ""name"": ""мотодром"", ""class"": ""racing"", ""seoname"": ""motor_race_track"", ""pluralName"": ""Мотодромы""}, {""id"": ""184105264"", ""name"": ""автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}]","[{""number"": ""+7 (977) 087-09-97"", ""type"": ""phone"", ""value"": ""+79770870997""}]","[{""type"": ""youtube"", ""href"": ""https://www.youtube.com/channel/UC7w5ECEvFBtA8V7qyOs87-w?view_as=subscriber"", ""readableHref"": ""www.youtube.com/@UC7w5ECEvFBtA8V7qyOs87-w""}, {""type"": ""telegram"", ""href"": ""https://t.me/mototrack_school"", ""readableHref"": ""@mototrack_school""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/mototrackmsc"", ""readableHref"": ""vk.com/mototrackmsc""}]","[""https://mototrackschool.ru/?utm_medium=ya.buisness&utm_source=maps""]"
МосМото,"7-я Кожуховская ул., 9","[37.675468, 55.711172]",1166506366,"[{""id"": ""1727700181"", ""name"": ""Дубровка"", ""distance"": ""241 м"", ""distanceValue"": 241.077, ""coordinates"": [37.676759792, 55.711562827], ""type"": ""metro"", ""color"": ""#ff4c4c""}, {""id"": ""station__9858825"", ""name"": ""Кожуховская"", ""distance"": ""970 м"", ""distanceValue"": 968.454, ""coordinates"": [37.685428887, 55.70613686], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""station__9858813"", ""name"": ""Дубровка"", ""distance"": ""1,11 км"", ""distanceValue"": 1113.07, ""coordinates"": [37.677155075, 55.717670359], ""type"": ""metro"", ""color"": ""#9fbf00""}]",Р4 (верхний паркинг),mosmoto,"{""ratingCount"": 483, ""ratingValue"": 5, ""reviewCount"": 335}","[{""id"": ""132743426043"", ""name"": ""Мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (495) 005-78-94"", ""type"": ""phone"", ""value"": ""+74950057894""}]","[{""type"": ""vkontakte"", ""href"": ""https://vk.com/mosmotoru"", ""readableHref"": ""vk.com/mosmotoru""}]","[""https://mos-moto.ru/""]"
Авд,"3-й пр. Марьиной Рощи, 40, стр. 1","[37.609919, 55.796471]",111546402371,"[{""id"": ""station__9858848"", ""name"": ""Марьина Роща"", ""distance"": ""540 м"", ""distanceValue"": 535.609, ""coordinates"": [37.616957979, 55.797075144], ""type"": ""metro"", ""color"": ""#9fbf00""}, {""id"": ""4936921866"", ""name"": ""Марьина Роща"", ""distance"": ""670 м"", ""distanceValue"": 674.779, ""coordinates"": [37.617833367, 55.797692835], ""type"": ""metro"", ""color"": ""#60bfbf""}, {""id"": ""station__9858899"", ""name"": ""Савёловская"", ""distance"": ""1,51 км"", ""distanceValue"": 1507.62, ""coordinates"": [37.590270927, 55.793997693], ""type"": ""metro"", ""color"": ""#999999""}]",,avd,"{""ratingCount"": 786, ""ratingValue"": 5, ""reviewCount"": 676}","[{""id"": ""184106156"", ""name"": ""Центр повышения квалификации"", ""class"": ""college"", ""seoname"": ""professional_development_center"", ""pluralName"": ""Повышение квалификации""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""184105264"", ""name"": ""автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}]","[{""number"": ""+7 (926) 911-38-55"", ""type"": ""phone"", ""value"": ""+79269113855""}, {""number"": ""+7 (999) 599-16-15"", ""type"": ""phone"", ""value"": ""+79995991615""}]","[{""type"": ""vkontakte"", ""href"": ""https://vk.com/ucavd"", ""readableHref"": ""vk.com/ucavd""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79269113855?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79269113855""}, {""type"": ""telegram"", ""href"": ""https://t.me/UC_AVD"", ""readableHref"": ""@UC_AVD""}]","[""https://uc-avd.ru/"", ""https://www.avd-avtoshkola.ru/""]"
